gender,age,number_of_dependents,number_of_referrals,tenure_in_months,offer,internet_service,internet_type,avg_monthly_gb_download,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value,avg_monthly_spending,revenue_minus_refunds,contract_length_months,has_streaming,has_phone_service,has_multiple_lines,has_online_security,has_online_backup,has_device_protection_plan,has_premium_tech_support,has_streaming_tv,has_streaming_movies,has_streaming_music,has_unlimited_data,has_paperless_billing,num_services
Male,54,0,0,7,Offer E,No,,0,Credit Card,23.5,173.0,0.0,0,9.87,182.87,0,24.714285714285715,182.87,1,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,38,0,1,68,Offer A,Yes,DSL,21,Credit Card,90.8,6302.85,0.0,0,804.44,7107.290000000001,0,92.68897058823529,7107.290000000001,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Male,77,0,0,32,Offer C,Yes,Fiber Optic,5,Credit Card,81.1,2619.25,19.25,0,35.84,2635.84,0,81.8515625,2616.59,12,False,1,1,0,0,1,0,0,0,0,1,1,3
Male,55,0,0,1,,Yes,Cable,29,Credit Card,62.8,62.8,0.0,0,42.19,104.99,0,62.8,104.99,1,True,1,0,0,0,0,0,1,1,1,1,1,5
Male,49,0,0,4,,No,,0,Credit Card,19.7,117.8,0.0,0,92.16,209.95999999999998,0,29.45,209.95999999999998,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,27,0,0,26,,Yes,Cable,42,Credit Card,54.75,1406.9,0.0,0,1035.8400000000001,2442.7400000000002,0,54.111538461538466,2442.7400000000002,1,False,1,0,0,1,1,0,0,0,0,1,1,4
Female,22,0,0,42,Offer B,Yes,DSL,53,Credit Card,73.9,3160.55,0.0,0,241.5,3402.05,1,75.25119047619049,3402.05,12,True,1,0,1,1,1,1,0,1,1,1,0,8
Male,56,0,0,31,,No,,0,Bank Withdrawal,20.4,609.1,0.0,0,792.9799999999999,1402.08,0,19.648387096774194,1402.08,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,35,2,9,69,,Yes,Fiber Optic,27,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,0,94.3659420289855,9440.3,12,True,1,1,0,1,1,0,1,0,0,1,0,5
Female,47,0,0,65,,Yes,Fiber Optic,7,Bank Withdrawal,89.85,5844.65,0.0,0,2491.45,8336.099999999999,0,89.9176923076923,8336.099999999999,12,False,1,1,1,1,0,1,0,0,0,1,1,5
Female,68,0,8,30,Offer C,Yes,Fiber Optic,27,Bank Withdrawal,90.05,2627.2,0.0,0,1432.5,4059.7,0,87.57333333333332,4059.7,24,True,1,1,0,1,0,0,1,0,0,1,1,4
Male,33,0,9,60,Offer B,Yes,Cable,29,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,8454.25,1,93.50416666666666,8454.25,12,True,1,0,0,1,0,0,1,1,1,1,1,6
Female,62,0,0,2,Offer E,Yes,Fiber Optic,27,Mailed Check,86.2,178.7,0.0,0,48.1,226.79999999999998,1,89.35,226.79999999999998,1,True,1,0,0,0,1,0,0,1,1,1,1,5
Female,57,0,0,9,Offer E,No,,0,Credit Card,20.25,186.15,0.0,0,23.400000000000002,209.55,0,20.683333333333334,209.55,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,58,0,0,44,,Yes,Cable,3,Bank Withdrawal,49.05,2265.0,0.0,0,0.0,2265.0,0,51.47727272727273,2265.0,12,True,0,0,0,0,1,0,1,1,1,1,1,5
Male,20,3,0,71,Offer A,Yes,DSL,52,Credit Card,76.9,5522.7,0.0,0,337.96,5860.66,0,77.78450704225352,5860.66,24,True,1,0,1,1,1,1,1,0,0,1,1,7
Male,71,0,0,22,,Yes,Fiber Optic,27,Bank Withdrawal,90.5,1910.6,0.0,0,1014.42,2925.02,1,86.84545454545454,2925.02,1,True,1,1,0,0,0,1,1,0,0,1,1,4
Female,33,0,10,56,Offer B,Yes,Fiber Optic,11,Bank Withdrawal,98.0,5270.6,0.0,0,2100.0,7370.6,0,94.11785714285715,7370.6,12,True,1,1,1,0,0,0,1,1,1,1,1,6
Male,53,3,4,72,Offer A,No,,0,Credit Card,25.55,1867.7,0.0,0,2651.04,4518.74,0,25.94027777777778,4518.74,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,44,0,0,1,Offer E,No,,0,Credit Card,19.95,19.95,0.0,0,27.08,47.03,0,19.95,47.03,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,47,7,6,20,Offer D,No,,0,Bank Withdrawal,25.55,507.4,0.0,0,737.0,1244.4,0,25.369999999999997,1244.4,1,False,1,1,0,0,0,0,0,0,0,0,1,1
Female,21,0,3,54,Offer B,Yes,DSL,76,Bank Withdrawal,69.95,3871.85,0.0,0,1521.18,5393.03,0,71.70092592592593,5393.03,24,True,1,0,1,0,1,1,0,1,1,1,0,7
Female,22,0,0,23,,Yes,Fiber Optic,46,Credit Card,79.1,1783.75,0.0,0,349.14,2132.89,0,77.55434782608695,2132.89,1,False,1,0,0,1,0,1,0,0,0,1,1,4
Male,33,0,3,33,Offer C,Yes,DSL,4,Mailed Check,73.9,2405.05,0.0,0,1099.56,3504.61,1,72.88030303030304,3504.61,12,True,1,0,0,0,1,1,1,1,1,1,1,7
Male,64,0,0,50,Offer B,No,,0,Bank Withdrawal,24.9,1195.25,0.0,0,2358.0,3553.25,0,23.905,3553.25,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,20,0,2,72,Offer A,Yes,Fiber Optic,73,Bank Withdrawal,109.65,7880.25,0.0,10,496.08,8386.33,0,109.44791666666667,8386.33,24,True,1,1,1,1,1,0,1,1,1,0,1,8
Female,19,0,0,19,,Yes,Cable,69,Bank Withdrawal,58.2,1045.25,0.0,0,462.65000000000003,1507.9,0,55.01315789473684,1507.9,12,True,1,0,0,1,0,0,1,0,0,1,0,4
Female,41,0,4,70,,Yes,Fiber Optic,23,Bank Withdrawal,110.5,7752.05,0.0,0,1997.8,9749.85,0,110.74357142857143,9749.85,24,True,1,1,0,1,1,1,1,1,1,1,1,8
Male,48,0,0,22,,Yes,Fiber Optic,17,Bank Withdrawal,79.35,1730.35,0.0,0,422.18,2152.5299999999997,1,78.65227272727272,2152.5299999999997,1,False,1,1,0,1,0,0,0,0,0,1,1,3
Female,45,0,1,59,,Yes,Fiber Optic,26,Bank Withdrawal,93.35,5386.5,36.07,0,1226.02,6576.450000000001,0,91.29661016949153,6540.380000000001,1,True,1,1,0,0,1,1,1,0,0,1,0,5
Male,37,0,0,31,,Yes,DSL,3,Mailed Check,79.45,2587.7,0.0,0,208.01,2795.71,1,83.47419354838709,2795.71,12,True,1,1,0,1,0,1,1,1,1,1,1,7
Female,28,0,0,29,,Yes,DSL,69,Bank Withdrawal,55.25,1620.2,0.0,0,1141.15,2761.3500000000004,0,55.86896551724138,2761.3500000000004,12,False,1,1,0,1,0,0,0,0,0,1,1,3
Male,63,0,0,3,,Yes,Cable,16,Credit Card,49.9,130.1,0.0,0,139.71,269.81,1,43.36666666666667,269.81,1,False,1,0,0,1,0,0,0,0,0,1,1,3
Male,50,0,0,69,,Yes,Fiber Optic,24,Bank Withdrawal,104.05,7262.0,0.0,0,173.88,7435.88,1,105.2463768115942,7435.88,12,True,1,0,0,1,1,1,1,1,1,1,1,8
Female,32,0,7,71,,Yes,Fiber Optic,22,Bank Withdrawal,109.25,7707.7,0.0,0,2114.38,9822.08,0,108.55915492957746,9822.08,24,True,1,1,0,1,1,1,1,1,1,1,0,8
Female,37,0,0,29,,Yes,Fiber Optic,7,Bank Withdrawal,78.9,2384.15,0.0,0,1285.57,3669.7200000000003,1,82.21206896551725,3669.7200000000003,1,True,1,0,0,0,0,0,1,0,0,1,1,3
Male,73,0,0,53,,Yes,DSL,25,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.3900000000003,1,53.859433962264156,2814.2300000000005,1,True,0,0,0,1,1,0,1,1,0,1,1,5
Female,54,0,0,1,Offer E,Yes,DSL,27,Bank Withdrawal,29.95,29.95,0.0,0,0.0,29.95,1,29.95,29.95,1,False,0,0,0,1,0,0,0,0,0,1,0,2
Male,63,0,1,20,,Yes,Fiber Optic,10,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,1,88.8275,2770.35,1,True,1,0,0,0,0,0,1,1,1,1,1,5
Female,57,1,0,11,Offer D,No,,0,Credit Card,19.7,216.2,0.0,0,493.68,709.88,0,19.654545454545453,709.88,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,42,2,3,49,Offer B,Yes,Cable,30,Credit Card,59.6,2970.3,0.0,0,259.21,3229.51,0,60.61836734693878,3229.51,1,False,1,0,1,1,0,1,0,0,0,1,0,5
Male,58,0,8,49,Offer B,Yes,Fiber Optic,9,Bank Withdrawal,94.8,4690.65,0.0,70,1778.6999999999998,6539.349999999999,0,95.72755102040816,6539.349999999999,24,True,1,0,0,1,0,0,1,1,1,0,1,6
Male,51,0,0,59,,No,,0,Credit Card,19.35,1099.6,14.22,0,1571.1699999999998,2656.5499999999997,1,18.63728813559322,2642.33,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,56,0,0,8,Offer E,Yes,Fiber Optic,6,Bank Withdrawal,100.85,819.55,0.0,0,26.16,845.7099999999999,1,102.44375,845.7099999999999,1,True,1,1,0,1,0,0,1,1,1,1,0,6
Female,67,0,0,11,,Yes,Fiber Optic,22,Bank Withdrawal,95.15,997.65,0.0,0,39.82,1037.47,1,90.69545454545454,1037.47,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Male,42,0,3,11,Offer D,Yes,Fiber Optic,27,Bank Withdrawal,80.5,896.9,0.0,0,126.5,1023.4,1,81.53636363636363,1023.4,1,False,1,1,0,1,0,0,0,0,0,1,1,3
Male,49,0,0,20,Offer D,Yes,Fiber Optic,25,Bank Withdrawal,85.25,1734.5,0.0,0,27.200000000000003,1761.7,1,86.725,1761.7,1,True,1,1,0,0,0,0,1,0,0,1,1,3
Male,49,0,0,10,,Yes,DSL,11,Credit Card,72.15,794.25,0.0,80,337.5,1211.75,1,79.425,1211.75,1,True,1,1,0,0,0,0,1,1,1,0,1,5
Male,39,1,6,67,,Yes,DSL,24,Credit Card,69.35,4653.25,9.99,0,2426.07,7069.33,0,69.45149253731343,7059.34,12,False,1,1,1,1,1,1,0,0,0,1,1,6
Male,61,0,0,65,,Yes,Fiber Optic,10,Credit Card,110.0,7138.65,0.0,0,2152.15,9290.8,0,109.8253846153846,9290.8,12,True,1,1,1,0,1,1,1,1,1,1,1,8
Male,19,0,0,3,,Yes,DSL,26,Mailed Check,40.15,130.75,0.0,0,0.0,130.75,1,43.583333333333336,130.75,1,True,0,0,0,0,1,0,1,0,0,1,1,3
Female,27,0,0,13,Offer D,Yes,DSL,27,Bank Withdrawal,31.65,389.95,0.0,0,0.0,389.95,0,29.996153846153845,389.95,1,False,0,0,0,1,0,0,0,0,0,1,1,2
Male,45,0,0,48,,Yes,DSL,10,Credit Card,78.9,3771.5,0.0,0,172.32,3943.82,0,78.57291666666667,3943.82,24,True,1,0,0,1,1,1,1,1,1,1,0,8
Male,53,0,0,71,,Yes,Fiber Optic,15,Credit Card,86.4,6172.0,0.0,0,479.25,6651.25,0,86.92957746478874,6651.25,24,False,1,1,0,0,1,1,0,0,0,1,1,4
Male,54,0,0,9,,Yes,Fiber Optic,22,Bank Withdrawal,73.8,704.3,0.0,50,16.650000000000002,770.9499999999999,0,78.25555555555555,770.9499999999999,1,False,1,0,0,0,1,0,0,0,0,0,1,3
Female,37,3,10,50,,No,,0,Credit Card,20.55,1070.25,0.0,0,506.50000000000006,1576.75,0,21.405,1576.75,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,37,0,5,62,Offer B,Yes,Fiber Optic,5,Bank Withdrawal,104.3,6613.65,0.0,0,2786.9,9400.55,0,106.67177419354839,9400.55,12,True,1,0,1,0,1,1,1,1,1,1,1,8
Female,26,0,2,31,,Yes,DSL,41,Mailed Check,81.15,2545.75,0.0,0,1219.5400000000002,3765.29,0,82.12096774193549,3765.29,12,True,1,0,1,0,1,1,1,1,1,1,1,8
Female,41,0,0,20,,Yes,DSL,21,Credit Card,24.9,505.95,0.0,0,0.0,505.95,0,25.2975,505.95,1,False,0,0,0,0,0,0,0,0,0,1,0,1
Male,40,0,3,69,Offer A,No,,0,Credit Card,19.9,1363.45,0.0,0,2129.34,3492.79,0,19.76014492753623,3492.79,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,59,0,0,34,,Yes,Cable,28,Bank Withdrawal,25.05,852.7,0.0,0,0.0,852.7,0,25.079411764705885,852.7,1,False,0,0,0,0,0,0,0,0,0,1,1,1
Male,68,0,1,44,,Yes,Cable,14,Credit Card,88.4,3912.9,0.0,0,1083.28,4996.18,1,88.92954545454546,4996.18,12,True,1,1,0,1,0,0,0,1,1,1,0,5
Male,28,0,0,10,Offer D,Yes,Fiber Optic,85,Credit Card,74.15,811.8,0.0,0,292.4,1104.1999999999998,1,81.17999999999999,1104.1999999999998,1,True,1,1,0,0,0,0,0,0,1,1,1,3
Male,30,0,5,72,Offer A,Yes,Cable,47,Credit Card,55.45,4179.2,0.0,0,0.0,4179.2,0,58.044444444444444,4179.2,24,True,0,0,1,1,1,1,0,1,1,1,1,7
Female,62,0,0,53,,No,,0,Credit Card,19.85,1049.6,0.0,0,996.93,2046.5299999999997,0,19.80377358490566,2046.5299999999997,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,80,0,0,4,,Yes,Fiber Optic,17,Bank Withdrawal,94.75,422.4,0.0,0,76.0,498.4,0,105.6,498.4,24,True,1,0,0,0,1,0,1,1,1,1,1,6
Male,32,0,0,3,,Yes,Cable,25,Credit Card,41.35,107.25,0.0,0,0.0,107.25,0,35.75,107.25,1,False,0,0,1,0,1,1,0,0,0,1,0,4
Male,19,0,0,67,Offer A,Yes,DSL,59,Bank Withdrawal,88.8,5903.15,0.0,0,2500.44,8403.59,0,88.10671641791045,8403.59,12,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,32,0,0,35,,Yes,Fiber Optic,17,Bank Withdrawal,86.45,3029.1,0.0,0,667.45,3696.55,1,86.54571428571428,3696.55,1,True,1,1,0,0,0,0,1,0,0,1,1,3
Female,62,3,3,54,Offer B,Yes,Fiber Optic,76,Bank Withdrawal,104.1,5645.8,0.0,0,2286.9,7932.700000000001,0,104.55185185185185,7932.700000000001,1,True,1,1,1,1,0,0,1,1,1,1,1,7
Female,29,0,0,1,,Yes,Fiber Optic,27,Bank Withdrawal,95.6,95.6,0.0,0,6.67,102.27,1,95.6,102.27,1,True,1,0,1,0,0,0,1,1,1,1,1,6
Female,48,0,0,3,,Yes,Fiber Optic,5,Bank Withdrawal,80.5,232.35,0.0,0,80.58,312.93,0,77.45,312.93,1,True,1,0,0,0,0,0,1,0,0,0,1,3
Male,26,0,0,1,Offer E,Yes,Fiber Optic,76,Bank Withdrawal,74.9,74.9,0.0,0,1.84,76.74000000000001,1,74.9,76.74000000000001,1,True,1,1,0,0,0,0,0,0,1,1,1,3
Female,72,0,0,31,,Yes,Fiber Optic,8,Credit Card,73.55,2094.65,0.0,0,1471.8799999999999,3566.5299999999997,0,67.56935483870969,3566.5299999999997,24,False,1,0,1,0,0,0,0,0,0,1,1,3
Male,53,0,1,42,,Yes,Fiber Optic,11,Bank Withdrawal,108.3,4586.15,0.0,0,1782.9,6369.049999999999,0,109.19404761904761,6369.049999999999,12,True,1,1,0,0,1,1,1,1,1,1,1,7
Female,24,2,5,71,,Yes,Cable,51,Credit Card,87.25,6328.7,0.0,0,3413.68,9742.38,0,89.13661971830986,9742.38,24,True,1,0,1,1,1,1,1,1,1,1,0,9
Male,44,0,0,24,,Yes,Fiber Optic,2,Bank Withdrawal,96.0,2122.45,0.0,0,594.24,2716.6899999999996,1,88.43541666666665,2716.6899999999996,1,True,1,0,0,0,0,1,1,1,1,1,1,6
Female,40,3,3,13,,Yes,Cable,25,Credit Card,63.15,816.8,0.0,0,509.6,1326.4,0,62.83076923076923,1326.4,1,True,1,0,1,0,1,0,0,1,1,1,1,6
Male,60,0,0,1,Offer E,Yes,Cable,29,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,1,24.8,24.8,1,False,0,0,0,0,0,0,0,0,0,1,0,1
Female,61,0,0,38,,Yes,DSL,24,Credit Card,68.15,2656.3,0.0,0,805.22,3461.5200000000004,0,69.90263157894738,3461.5200000000004,1,True,1,1,0,1,0,1,0,1,1,1,0,6
Male,62,2,8,4,,No,,0,Credit Card,19.5,96.85,0.0,0,14.28,111.13,0,24.2125,111.13,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,50,1,4,68,Offer A,Yes,DSL,23,Bank Withdrawal,89.05,6185.8,0.0,0,3257.8799999999997,9443.68,0,90.96764705882353,9443.68,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,52,0,1,61,Offer B,No,,0,Bank Withdrawal,25.3,1554.9,0.0,0,2462.5699999999997,4017.47,0,25.49016393442623,4017.47,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Male,38,0,9,16,,Yes,DSL,27,Credit Card,64.25,1024.0,0.0,0,372.96,1396.96,0,64.0,1396.96,24,True,1,0,1,0,1,0,1,0,0,1,0,5
Female,55,0,1,1,Offer E,Yes,Fiber Optic,30,Bank Withdrawal,78.8,78.8,0.0,0,28.04,106.84,1,78.8,106.84,1,True,1,0,0,0,0,0,1,0,0,1,0,3
Male,23,0,3,46,,Yes,Cable,41,Credit Card,65.65,3047.15,0.0,0,2148.66,5195.8099999999995,0,66.24239130434783,5195.8099999999995,24,False,1,0,1,1,1,1,0,0,0,1,0,6
Male,67,2,4,72,,Yes,Fiber Optic,25,Credit Card,104.1,7447.7,0.0,40,1211.04,8698.74,0,103.44027777777778,8698.74,24,True,1,0,1,0,1,1,1,1,0,0,1,7
Male,48,0,0,4,Offer E,Yes,Fiber Optic,28,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,1,74.8,480.4,1,True,1,0,0,0,0,0,1,0,0,0,0,3
Male,31,0,0,5,,No,,0,Credit Card,19.95,107.05,0.0,0,120.8,227.85,0,21.41,227.85,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,48,0,5,60,Offer B,Yes,Fiber Optic,22,Bank Withdrawal,106.15,6411.25,0.0,0,598.8000000000001,7010.05,0,106.85416666666667,7010.05,1,True,1,1,0,1,1,0,1,1,1,1,1,7
Male,42,0,1,10,,Yes,Fiber Optic,19,Bank Withdrawal,70.1,659.65,34.69,0,220.3,845.26,1,65.965,810.5699999999999,1,False,1,0,0,0,0,0,0,0,0,1,1,2
Male,19,0,0,1,Offer E,No,,0,Credit Card,20.2,20.2,0.0,0,41.1,61.3,0,20.2,61.3,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,77,0,6,39,,Yes,Fiber Optic,18,Mailed Check,99.1,3877.95,0.0,0,356.07000000000005,4234.0199999999995,0,99.43461538461538,4234.0199999999995,12,True,1,0,1,1,0,0,1,1,0,1,0,6
Female,23,0,0,72,Offer A,Yes,Cable,69,Credit Card,73.0,5265.2,0.0,0,1657.44,6922.639999999999,0,73.12777777777778,6922.639999999999,24,True,1,0,1,1,1,1,0,1,1,1,1,8
Female,38,0,1,49,,Yes,Fiber Optic,10,Bank Withdrawal,107.95,5293.2,0.0,0,316.05,5609.25,1,108.02448979591837,5609.25,24,True,1,1,0,1,1,1,1,1,1,1,1,8
Male,48,0,0,62,Offer B,Yes,DSL,8,Bank Withdrawal,56.15,3487.95,0.0,0,493.52,3981.47,0,56.25725806451613,3981.47,12,False,1,0,1,1,0,0,0,0,0,1,0,4
Female,21,0,0,1,,Yes,Fiber Optic,52,Credit Card,73.6,73.6,0.0,0,6.19,79.78999999999999,1,73.6,79.78999999999999,1,True,1,0,1,0,0,0,0,0,1,1,1,4
Female,35,0,1,34,,Yes,Fiber Optic,16,Bank Withdrawal,97.65,3207.55,0.0,0,1473.22,4680.77,1,94.33970588235294,4680.77,1,True,1,1,0,0,0,0,1,1,1,1,1,5
Male,27,0,0,3,Offer E,No,,0,Credit Card,20.7,57.5,0.0,0,115.22999999999999,172.73,0,19.166666666666668,172.73,1,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,20,0,0,48,,Yes,Fiber Optic,47,Bank Withdrawal,107.4,5121.3,0.0,0,249.12,5370.42,1,106.69375000000001,5370.42,1,True,1,1,0,1,1,0,1,1,1,1,1,7
Female,70,0,1,43,Offer B,Yes,DSL,21,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,1,54.46976744186046,2342.2,1,True,0,0,0,1,1,0,1,1,0,1,0,5
Female,51,0,0,6,,Yes,Fiber Optic,27,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1,72.41666666666667,552.94,1,False,1,1,1,0,0,0,0,0,0,1,1,3
Male,33,0,0,4,,Yes,DSL,3,Credit Card,55.3,238.5,0.0,0,84.12,322.62,0,59.625,322.62,1,True,1,0,0,0,0,0,0,1,1,1,1,4
Female,31,0,0,25,,Yes,DSL,9,Bank Withdrawal,61.05,1540.2,0.0,0,0.0,1540.2,0,61.608000000000004,1540.2,12,True,0,0,1,1,1,0,1,1,1,1,0,7
Female,75,0,0,25,,Yes,Fiber Optic,30,Credit Card,102.8,2660.2,0.0,0,912.5,3572.7,1,106.40799999999999,3572.7,1,True,1,1,1,1,0,0,1,1,0,1,1,6
Female,56,0,0,51,Offer B,No,,0,Bank Withdrawal,24.95,1288.0,0.0,0,2261.85,3549.85,0,25.254901960784313,3549.85,24,False,1,1,0,0,0,0,0,0,0,0,0,1
Female,76,0,0,2,,Yes,Fiber Optic,14,Bank Withdrawal,83.8,163.7,0.0,0,65.96,229.65999999999997,0,81.85,229.65999999999997,24,True,1,0,0,1,0,0,1,0,0,1,1,4
Female,44,0,0,66,Offer A,Yes,Fiber Optic,26,Bank Withdrawal,104.55,6779.05,0.0,0,1081.74,7860.79,0,102.7128787878788,7860.79,12,True,1,1,1,1,1,1,1,0,0,1,1,7
Male,45,2,7,72,,Yes,DSL,19,Credit Card,89.4,6376.55,0.0,0,198.0,6574.55,0,88.56319444444445,6574.55,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,38,0,0,9,,Yes,DSL,2,Bank Withdrawal,45.15,416.45,0.0,0,140.57999999999998,557.03,1,46.27222222222222,557.03,1,False,1,0,0,0,0,0,0,0,0,1,0,2
Male,54,0,1,17,,Yes,Fiber Optic,22,Bank Withdrawal,89.4,1539.45,0.0,0,326.23,1865.68,1,90.55588235294118,1865.68,1,True,1,0,1,0,1,0,1,0,0,1,1,5
Female,50,0,0,46,Offer B,Yes,Cable,7,Credit Card,55.65,2688.85,0.0,0,93.38,2782.23,0,58.45326086956521,2782.23,12,True,1,0,0,0,0,0,0,1,1,1,0,4
Male,39,0,1,1,Offer E,Yes,Fiber Optic,11,Bank Withdrawal,68.5,68.5,0.0,0,30.62,99.12,1,68.5,99.12,1,False,1,0,0,0,0,0,0,0,0,1,1,2
Male,20,0,0,11,Offer D,Yes,Fiber Optic,52,Bank Withdrawal,79.5,795.65,0.0,0,93.28,888.93,0,72.33181818181818,888.93,1,False,1,0,1,0,1,0,0,0,0,1,1,4
Male,33,0,1,51,Offer B,Yes,DSL,9,Credit Card,83.25,4089.45,0.0,0,2057.34,6146.79,0,80.18529411764706,6146.79,24,True,1,0,1,1,1,1,1,1,1,1,1,9
Female,49,0,6,62,Offer B,Yes,Cable,22,Mailed Check,81.0,4985.9,0.0,0,825.84,5811.74,0,80.41774193548386,5811.74,24,True,1,0,1,0,1,1,1,1,1,1,0,8
Male,69,0,2,23,,No,,0,Bank Withdrawal,20.75,485.2,37.64,0,1054.09,1501.6499999999999,0,21.09565217391304,1464.0099999999998,12,False,1,0,0,0,0,0,0,0,0,0,1,1
Female,30,1,4,28,Offer C,Yes,Fiber Optic,69,Bank Withdrawal,82.85,2320.8,0.0,0,451.64,2772.44,0,82.88571428571429,2772.44,12,True,1,0,1,0,0,0,0,1,1,1,1,5
Female,39,0,1,3,Offer E,Yes,Fiber Optic,13,Credit Card,74.75,229.5,0.0,0,105.53999999999999,335.03999999999996,1,76.5,335.03999999999996,1,False,1,1,0,0,0,0,0,0,0,1,1,2
Male,43,0,5,48,Offer B,No,,0,Credit Card,19.25,855.1,0.0,0,765.5999999999999,1620.6999999999998,0,17.814583333333335,1620.6999999999998,24,False,1,0,0,0,0,0,0,0,0,0,0,1
Female,68,0,1,66,,Yes,Fiber Optic,11,Credit Card,105.95,6975.25,0.0,0,1831.5,8806.75,1,105.68560606060606,8806.75,12,True,1,1,0,0,1,1,1,1,0,1,1,6
Female,63,3,8,24,Offer C,Yes,DSL,56,Credit Card,78.6,1846.65,0.0,0,514.3199999999999,2360.9700000000003,0,76.94375000000001,2360.9700000000003,24,True,1,1,1,0,1,0,1,1,1,1,0,7
Male,54,0,0,19,Offer D,Yes,DSL,4,Mailed Check,69.6,1394.55,0.0,0,261.44,1655.99,0,73.39736842105263,1655.99,1,True,1,1,0,0,0,0,1,1,1,1,0,5
Male,51,0,1,5,Offer E,Yes,Fiber Optic,16,Bank Withdrawal,85.4,401.1,45.37,0,211.45,567.1800000000001,1,80.22,521.8100000000001,1,False,1,1,0,1,0,1,0,0,0,1,1,4
Male,49,2,2,10,Offer D,Yes,Cable,24,Credit Card,53.7,521.0,22.97,0,0.0,498.03,0,52.1,475.05999999999995,24,True,0,0,1,1,1,1,0,1,1,1,0,7
Female,21,0,0,5,Offer E,Yes,Fiber Optic,42,Bank Withdrawal,82.75,417.75,0.0,0,148.7,566.45,0,83.55,566.45,1,False,1,1,0,0,1,1,0,0,0,1,1,4
Male,71,0,3,65,Offer B,Yes,Fiber Optic,26,Credit Card,92.7,5968.4,0.0,0,1764.1000000000001,7732.5,0,91.82153846153845,7732.5,24,True,1,1,1,1,0,0,1,0,0,1,1,5
Female,72,0,5,72,,Yes,DSL,28,Credit Card,84.1,6129.65,0.0,0,3412.7999999999997,9542.449999999999,0,85.13402777777777,9542.449999999999,24,True,1,1,1,1,1,0,1,1,1,1,1,8
Female,31,0,0,7,,Yes,Fiber Optic,16,Bank Withdrawal,79.7,586.05,0.0,0,202.44,788.49,1,83.72142857142856,788.49,1,True,1,0,0,0,0,0,1,0,0,1,1,3
Female,29,0,0,45,,Yes,Cable,51,Bank Withdrawal,87.25,3941.7,0.0,0,201.60000000000002,4143.3,1,87.59333333333333,4143.3,1,False,1,1,0,0,1,1,0,0,0,1,1,4
Male,47,0,2,9,Offer E,Yes,DSL,7,Mailed Check,68.95,593.85,0.0,0,311.76,905.61,0,65.98333333333333,905.61,1,True,1,0,1,1,0,1,1,0,0,1,1,6
Female,50,2,6,70,Offer A,Yes,Cable,16,Bank Withdrawal,80.7,5617.95,0.0,0,287.70000000000005,5905.65,0,80.25642857142857,5905.65,24,True,1,1,1,1,1,1,1,0,0,1,0,7
Male,52,0,0,30,Offer C,Yes,Cable,6,Credit Card,64.5,1929.95,0.0,0,836.4,2766.35,0,64.33166666666666,2766.35,12,True,1,0,0,1,1,0,1,0,0,0,0,5
Male,61,1,5,68,Offer A,Yes,Fiber Optic,24,Bank Withdrawal,114.7,7849.85,0.0,0,2216.1200000000003,10065.970000000001,0,115.43897058823529,10065.970000000001,24,True,1,1,1,1,1,1,1,1,1,1,1,9
Female,23,0,0,31,,No,,0,Mailed Check,20.95,683.25,0.0,0,985.49,1668.74,0,22.04032258064516,1668.74,12,False,1,0,0,0,0,0,0,0,0,0,0,1
Male,20,3,0,31,Offer C,Yes,Cable,51,Credit Card,25.0,789.2,22.4,0,0.0,766.8000000000001,0,25.458064516129035,744.4000000000001,1,False,0,0,0,0,0,0,0,0,0,1,0,1
